Times	XFX-Tank-base 3.3	HX-TANK-base2.9	XJ-R1-Ñ¹Á¦	XJ-R2-Ñ¹Á¦	J-PTHC02A_P	J-HCXZ01Z_P	J-PTHC04A_P	J-PTHC05A_P	J-PTHC01A_P
107:20:00	2.058888912	3.39955616	1.263438821	4.374820709	21.83887482	22.96411133	22.44514084	22.60007477	20.72581673
107:25:00	2.058888912	3.39955616	1.254280567	4.387917519	21.73044968	22.99271965	22.354496	22.61371231	20.63967705
107:30:00	2.058888912	3.39955616	1.238131642	4.395002842	22.11190987	23.24627113	22.72232628	22.86429024	20.99597168
107:35:00	2.058888912	3.39955616	1.225770235	4.401098728	21.36841965	22.54538155	21.97200966	22.16789627	20.24420929
107:40:00	2.058888912	3.39955616	1.214840651	4.411416054	22.97000313	24.02832222	23.57322884	23.66765594	21.82156944
107:45:00	2.058888912	3.39955616	1.211241364	4.418359756	23.12740326	24.21959114	23.71100998	23.84950447	21.97395897
107:50:00	2.058888912	3.39955616	1.213729024	4.424767017	23.11506081	24.22205544	23.71824074	23.8670578	21.97292709
107:55:00	2.058888912	3.39955616	1.208829641	4.434399605	23.01206589	24.03412437	23.59162521	23.67138863	21.82282066
108:00:00	2.058889151	3.39955616	1.198351979	4.442188263	23.52127075	24.6013813	24.13521767	24.23549652	22.37268639
108:05:00	2.058889151	3.39955616	1.194262743	4.443318367	22.99702644	24.18820763	23.60508347	23.81858635	21.86383247
108:10:00	2.058889151	3.39955616	1.183200955	4.443049431	24.22174644	24.50998497	24.68524551	24.15683174	22.71230125
108:15:00	2.058889151	3.39955616	1.167748809	4.447322845	23.1953392	24.3731842	23.80387306	23.99796867	22.02698708
108:20:00	2.058889151	3.39955616	1.143026233	4.447134495	22.29771233	23.43909454	22.9096756	23.07235146	21.14578819
108:25:00	2.058889151	3.39955616	1.122109056	4.449792862	32.81417084	30.60811806	33.39044952	30.39859581	31.10123253
108:30:00	2.058889151	3.37841773	1.091996551	4.451244831	28.95494461	28.20012093	29.95700264	27.99847794	28.04779434
108:35:00	2.058889151	3.330332518	1.061017394	4.453258514	23.59204292	24.32146263	24.82319641	24.0978508	23.22947693
108:40:00	2.058889151	3.278983593	1.032148004	4.45734787	22.43420029	23.41977882	23.67672729	23.18741798	22.11580467
108:45:00	2.058889151	3.227039814	1.00376904	4.457686901	23.17807961	24.23491669	24.42255211	23.99571991	22.84526253
108:50:00	2.058889151	3.175941467	0.983021796	4.459807396	21.76197052	23.0079689	23.03177261	22.74287224	21.44963074
108:55:00	2.058889151	3.124120951	0.957845807	4.458503723	21.92988968	23.220644	23.20907021	22.94980431	21.62547493
109:00:00	2.058889151	3.072620392	0.932369173	4.458558559	23.04289627	24.27052498	24.34110069	23.99706078	22.74119186
109:05:00	2.058889151	3.021885157	0.904348373	4.460259438	23.10887146	24.41368294	24.40636063	24.11249733	22.78715134
109:10:00	2.058889151	2.971343279	0.870109022	4.461173534	22.65043259	24.07394791	23.93838882	23.80257607	22.36248016
109:15:00	2.058889151	2.920336246	0.829217196	4.461993217	21.26026154	22.71749878	22.53388596	22.46103668	20.92697525
109:20:00	2.058889151	2.868318319	0.790022194	4.463971615	21.5318985	22.84846497	22.81154251	22.61326218	21.21961403
109:25:00	2.058889151	2.816473722	0.751278818	4.467230797	21.6314373	22.86169624	22.90987968	22.64912987	21.33317947
109:30:00	2.058889151	2.764711142	0.728439808	4.467835903	22.40297508	23.52380753	23.65693092	23.30839348	22.09378433
109:35:00	2.058889151	2.713342667	0.719545424	4.468334198	22.19610977	23.31533623	23.45645142	23.08842278	21.90482903
109:40:00	2.058889151	2.661849022	0.721504807	4.467938423	22.12594223	23.27517891	23.39321327	23.04579163	21.82747841
109:45:00	2.058889151	2.610387087	0.720745027	4.466082573	22.27910995	23.48228836	23.56172371	23.23282433	22.00080681
109:50:00	2.058889151	2.559197426	0.716624618	4.461163998	22.08612061	23.27164268	23.36806297	23.0237751	21.81163788
109:55:00	2.058889151	2.507884264	0.715079606	4.450997829	21.53783035	22.72692108	22.80326843	22.49856949	21.25753784
11:00	2.396429062	2.456211329	0.70982182	3.931101561	21.10701752	22.36045647	22.38885117	22.1140995	20.81665993
11:05	2.396429062	2.404140949	0.709689975	3.923950672	15.77167034	20.85626411	17.07077408	20.5168457	15.7409029
11:10	2.396429062	2.355839968	0.717736185	3.921566486	13.7368927	20.73379898	15.05276299	20.35764503	13.89890099
11:15	2.396429062	2.310385942	0.721354187	3.91445303	19.5466938	21.70301819	20.42418098	21.34216881	18.83213234
11:20	2.396429062	2.267854452	0.723823011	3.913511038	20.7127533	22.80822563	21.6179657	22.44980431	20.03242493
11:25	2.396429062	2.22678113	0.727101803	3.910241365	19.81687546	21.23968506	20.57459068	20.91857529	18.73283958
11:30	2.396429062	2.183703423	0.740763605	3.901742935	20.46298981	21.45976257	21.14575005	21.1515274	18.98687935
11:35	2.396429062	2.141259432	0.74826318	3.899538279	21.95170212	22.80937576	22.6458931	22.50571442	20.53956795
11:40	2.396429062	2.100335121	0.74607718	3.896796465	22.06584358	23.08774185	22.77239227	22.76742935	20.69834709
11:45	2.396429062	2.059574366	0.772044182	3.888599396	21.58777046	22.73210716	22.29773903	22.39358902	20.21095085
11:50	2.396429062	2.018343687	0.78446281	3.880279541	21.70453072	22.94707298	22.43864441	22.62153816	20.31496811
11:55	2.396429062	1.977370858	0.75580138	3.880156994	21.19192314	22.3605423	21.92551231	22.05156136	19.8221035
110:00:00	2.058889151	1.935978532	0.750543773	4.438489914	21.80021286	22.91039276	22.55648804	22.59976959	20.43066597
110:05:00	2.058889151	1.895195842	0.780731797	4.426380634	23.93484879	24.73875237	24.70619965	24.44911575	22.53616905
110:10:00	2.058889151	1.856697679	0.807792008	4.418754101	24.49813461	25.35860443	25.29166222	25.06301117	23.07281876
110:15:00	2.058889151	1.819036841	0.821223259	4.410408974	21.99425888	23.02944946	22.76564026	22.73804474	20.57350159
110:20:00	2.058889151	1.778626919	0.844593823	4.404028893	22.50429535	23.58051491	23.30975342	23.25796318	21.09954071
110:25:00	2.058889151	1.73901999	0.863098979	4.401123524	22.455513	23.45891762	23.26274872	23.12462044	20.99426842
110:30:00	2.058889151	1.69948554	0.885447621	4.396284103	22.94622803	23.92503166	23.76161766	23.60030365	21.51224327
110:35:00	2.058889151	1.660556793	0.916069388	4.391676903	23.90307808	24.90738678	24.70412445	24.54245377	22.4185791
110:40:00	2.058889151	1.622730017	0.931879401	4.386193275	22.40109253	23.53645134	23.23089409	23.12208557	21.00822449
110:45:00	2.058889151	1.583616495	0.94265759	4.377355099	20.86551094	21.9277401	21.70432854	21.58058739	19.54384232
110:50:00	2.058889151	1.543090105	0.992933571	4.374264717	22.45394516	23.53041267	23.30705452	23.16623116	21.12216949
110:55:00	2.058889151	1.504279613	1.04778862	4.372239113	22.43636131	23.54053497	23.28780556	23.16390038	21.0516777
111:00:00	2.058889151	1.465540051	1.10801363	4.371767998	22.94994164	24.07279778	23.82452393	23.70154953	21.56196213
111:05:00	2.058889151	1.427387118	1.167127609	4.371645927	23.02581215	23.87935829	23.90316582	23.59179306	21.71587753
111:10:00	2.058889151	1.389471889	1.220946193	4.373577118	9.551882744	12.50468826	10.46296406	12.13082314	8.370837212
111:15:00	2.058889151	1.389471889	1.226504803	4.372860909	22.69214821	24.27916145	23.5334034	23.96434402	21.30939484
111:20:00	2.058889151	1.389471889	1.227597833	4.374745369	22.95754051	23.83439827	23.68906593	23.5340271	21.60214615
111:25:00	2.058889151	1.389471889	1.247629166	4.371617317	22.63951874	23.50055122	23.38879776	23.19788742	21.29443359
111:30:00	2.058889151	1.389471889	1.273068547	4.372182846	23.56157112	24.35833549	24.29947662	24.06694031	22.21291351
111:35:00	2.058889389	1.389471889	1.308438659	4.371815205	29.57565689	27.7714119	30.31773376	27.56030846	27.8026104
111:40:00	2.058889389	1.389471889	1.332275748	4.371240139	24.78980637	24.55195236	25.86649323	24.34144402	23.53624153
111:45:00	2.058889389	1.389471889	1.365742803	4.369791985	25.37539291	25.36103249	26.47127914	25.23074341	24.16301727
111:50:00	2.058889389	1.389471889	1.396986365	4.365492821	24.55630493	24.86950111	25.63627815	24.8197155	23.41366196
111:55:00	2.058889389	1.419869781	1.420145631	4.364197731	23.43470573	23.53626633	24.33666801	23.51428413	22.2966671
112:00:00	2.058889389	1.467248678	1.435371637	4.361149788	23.72386742	23.84981346	24.59885216	23.81655693	22.56537056
112:05:00	2.058889389	1.514639139	1.453104019	4.358906746	24.60925102	24.8213253	25.41941261	24.77240944	23.42734146
112:10:00	2.058889389	1.562041402	1.487694621	4.358614922	23.55061913	23.75609398	24.27918816	23.69498062	22.34231949
112:15:00	2.058889389	1.609436631	1.534716368	4.359545708	23.550354	23.71752739	24.19474983	23.65845299	22.38369942
112:20:00	2.058889389	1.657037377	1.562003016	4.359199047	24.07986069	24.28453445	24.67568588	24.22196198	22.92520332
112:25:00	2.058889389	1.704708219	1.559703827	4.351652145	24.9852066	25.1143074	25.51717567	25.03190422	23.80926895
112:30:00	2.058889389	1.752451301	1.573497653	4.347770214	23.50796318	24.21647072	24.07662773	24.10193825	22.55963326
112:35:00	2.058889389	1.79929316	1.592341542	4.341306686	22.99528885	23.26451111	23.4486599	23.14149475	21.86072731
112:40:00	2.058889389	1.846293688	1.608566403	4.335634708	22.63873482	22.96714401	23.03483391	22.81292534	21.48597908
112:45:00	2.058889389	1.893268585	1.63293159	4.331310272	23.02347946	23.38429451	23.3673687	23.22404861	21.89613152
112:50:00	2.058889389	1.940201521	1.664552212	4.328718662	22.75466537	23.00193405	23.09671783	22.8852272	21.61277008
112:55:00	2.058889389	1.986987233	1.694043159	4.326128006	22.65059662	22.83259392	23.00813293	22.75533295	21.56264496
113:00:00	2.058889389	2.034053326	1.724739552	4.322161198	24.25515938	24.38459206	24.62343788	24.31535339	23.15646172
113:05:00	2.058889389	2.080792427	1.735579491	4.317007542	24.15339661	24.17149734	24.5275116	24.10603905	23.06928635
113:10:00	2.058889389	2.127444983	1.735021949	4.313935757	22.6963501	22.69775963	23.0466423	22.65677834	21.63040352
113:15:00	2.058889389	2.1745646	1.751743197	4.309555054	23.23769188	23.30884933	23.58451843	23.26902008	22.17902184
113:20:00	2.058889389	2.221235991	1.773640037	4.308810711	23.10534859	23.16304588	23.45109367	23.12239265	22.03173256
113:25:00	2.058889389	2.267914295	1.798471808	4.308075905	23.32542419	23.40717888	23.6887455	23.36957169	22.2698822
113:30:00	2.058889389	2.314870596	1.824612975	4.31119442	23.07428551	23.22439957	23.44909859	23.17444992	22.03087044
113:35:00	2.058889389	2.361850262	1.849429965	4.311118603	23.28554916	23.40273857	23.66460609	23.35350609	22.22821236
113:40:00	2.058889389	2.408930063	1.878034949	4.313756943	23.86383057	23.90941048	24.24212646	23.86210632	22.81236458
113:45:00	2.058889389	2.456124544	1.910785556	4.312852383	23.73232269	23.79974747	24.10369301	23.76863098	22.70039749
113:50:00	2.058889389	2.503304958	1.953750014	4.313426971	23.79375076	23.87332916	24.16995049	23.83698654	22.74033546
113:55:00	2.058889389	2.550452709	1.993944407	4.313709736	24.32177353	24.43541718	24.69498062	24.39465141	23.26470947
114:00:00	2.058889389	2.598090649	2.03828454	4.314208984	24.09383392	24.15997314	24.47243881	24.11860847	23.03561401
114:05:00	2.058889389	2.645528078	2.087674379	4.315499783	24.7091713	24.74773979	25.0808506	24.70279694	23.66518211
114:10:00	2.058889389	2.692659378	2.132711411	4.316357136	24.56163597	24.69502831	24.9394207	24.65517616	23.50257492
114:15:00	2.058889389	2.740122318	2.179896593	4.318081856	24.67332077	24.80264664	25.04717064	24.76043892	23.58903313
114:20:00	2.058889389	2.787790775	2.224934101	4.319758892	24.44269371	24.58938599	24.81193924	24.55472183	23.34378815
114:25:00	2.058889389	2.835426569	2.271779776	4.32109642	24.68909073	24.78186226	25.0680027	24.73485374	23.60202789
114:30:00	2.058889389	2.88300395	2.325297117	4.321765423	25.10276604	25.2028904	25.47926903	25.15149689	24.02444839
114:35:00	2.058889389	2.930266142	2.372106075	4.323150635	24.69859314	24.83647728	25.07729721	24.78237152	23.62335777
114:40:00	2.045565367	2.977640152	2.421457767	4.324915886	24.76358604	24.8551178	25.14623833	24.80055046	23.69184875
114:45:00	2.011514425	3.025266647	2.474145174	4.326663017	24.59625244	24.70513153	24.97665596	24.65452576	23.53966904
114:50:00	1.979732156	3.072696924	2.527303934	4.327042103	24.76797104	24.92137909	25.15401077	24.86514854	23.70768547
114:55:00	1.9481951	3.119961262	2.574036837	4.328219414	24.91968155	25.07487679	25.30854988	25.01864815	23.85651016
115:00:00	1.917462945	3.167422056	2.624143839	4.331715107	25.2010994	25.28628731	25.58508492	25.2293396	24.1180191
115:05:00	1.886107564	3.214838266	2.676473141	4.332139015	25.12844849	25.17027283	25.5043335	25.12122726	24.05343819
115:10:00	1.857027292	3.261724472	2.728897572	4.33340168	25.25169945	25.3586216	25.64268303	25.30802727	24.19684982
115:15:00	1.827397466	3.309191942	2.779700994	4.334908962	25.23682404	25.33371353	25.6311245	25.27998352	24.19335556
115:20:00	1.79683435	3.35623455	2.829966784	4.340326786	24.77272415	24.90690231	25.16446877	24.85346985	23.72191811
115:25:00	1.765311837	3.403501511	2.88038969	4.34236145	25.25751686	25.38536835	25.64703369	25.3310051	24.14244652
115:30:00	1.733828187	3.450672626	2.935408115	4.344510078	25.16931152	25.2982254	25.57091522	25.25173378	24.14396667
115:35:00	1.702102542	3.498030424	2.995312691	4.344736576	25.64944267	25.70948982	26.03752708	25.66392136	24.58696938
115:40:00	1.670242786	3.545497894	3.063924313	4.348099709	25.69240952	25.85948753	26.09672737	25.80837822	24.64471245
115:45:00	1.638770223	3.593147755	3.248086929	4.349560261	25.54149437	25.641922	25.93465042	25.59967232	24.472826
115:50:00	1.607666135	3.640685558	3.350503445	4.351821899	25.49644661	25.57281494	25.88897133	25.52996063	24.43298149
115:55:00	1.577097893	3.687982559	3.350691557	4.35276413	25.26651764	25.58344841	25.67573166	25.54764175	24.22551537
116:00:00	1.546373844	3.735760689	3.351201057	4.354600906	25.26995468	25.55000687	25.69326782	25.51937103	24.23896599
116:05:00	1.516509533	3.783550739	3.351238966	4.356994629	25.52998161	25.65811729	25.95652962	25.63449669	24.53186226
116:10:00	1.484521985	3.826063156	3.351181984	4.358841419	27.41679382	27.56602287	27.84355736	27.54766464	26.4211998
116:15:00	1.452555418	3.86901474	3.351144075	4.360537052	26.80699158	27.02018356	27.24725723	26.99718475	25.82094574
116:20:00	1.421152592	3.911702156	3.223777771	4.362609863	26.5849762	26.78710175	27.03403282	26.75860596	25.58288956
116:25:00	1.389348865	3.954403877	3.097937346	4.364890099	26.51789856	26.68153	26.95802116	26.650177	25.50515175
116:30:00	1.357670903	3.997271299	3.019207001	4.365917206	26.44787788	26.62634659	26.88564873	26.59204865	25.41764069
116:35:00	1.325358868	4.03968811	2.956758499	4.367565632	26.45980263	26.59511375	26.90491104	26.5612011	25.42827606
116:40:00	1.293969393	4.080108166	2.908452034	4.369525909	24.99317551	25.11325836	25.46527863	25.07628822	23.97359085
116:45:00	1.261678576	4.117081642	2.877877235	4.37059927	24.75551224	24.79580879	25.22125435	24.76959038	23.75712204
116:50:00	1.230342984	4.153754234	2.848951817	4.37141037	26.26562309	26.23909569	26.70764923	26.22766113	25.27238464
116:55:00	1.201097608	4.190232754	2.8201015	4.373605251	26.76208305	26.74723816	27.20763016	26.73884201	25.78722191
117:00:00	1.169640541	4.226279259	2.796056986	4.375584126	26.66654778	26.65492821	27.11355209	26.64843369	25.69331551
117:05:00	1.138807297	4.261760712	2.766377926	4.375499249	26.62239075	26.62952042	27.04383469	26.62502861	25.63218498
117:10:00	1.106857181	4.297227859	2.728746176	4.376403809	25.80974007	25.75344658	26.22488976	25.75193214	24.83622932
117:15:00	1.074854612	4.33220768	2.679073334	4.378730774	25.24179649	25.20736122	25.64936638	25.20988083	24.25917053
117:20:00	1.042181134	4.366747856	2.621731758	4.379286766	25.27600288	25.1769886	25.6835556	25.18325233	24.2868309
117:25:00	1.009561896	4.400870323	2.557699919	4.379635811	25.26050186	25.16687965	25.67300034	25.17299461	24.2373333
117:30:00	0.978451133	4.434749603	2.498642683	4.381604671	22.47749138	22.41402245	22.88845825	22.42483711	21.47254562
117:35:00	0.946434915	4.46805954	2.44878149	4.381510258	21.92235184	21.85221863	22.33570671	21.86722755	20.9375515
117:40:00	0.915960193	4.500818253	2.417858839	4.379748821	20.4223423	20.24608994	20.83393478	20.25008774	19.38793182
117:45:00	0.886653423	4.530092716	2.398505926	4.37602663	24.27342033	23.9326992	24.77160263	23.93853188	23.05325699
117:50:00	0.8561759	4.530092716	2.37841773	4.374896526	24.42921066	24.24548149	24.91349983	24.23966026	23.23216248
117:55:00	0.824513018	4.530092716	2.363568783	4.374368668	25.08569527	24.89569855	25.54821014	24.88633537	23.87506866
118:00:00	0.793218732	4.530092716	2.346497059	4.373784065	24.0857296	23.93200302	24.54455757	23.91864395	22.91944504
118:05:00	0.762712717	4.530092716	2.33189249	4.374961853	24.35432434	24.2850132	24.76458168	24.25675201	23.11374092
118:10:00	0.731549501	4.530092716	2.312859297	4.375197411	23.01560402	25.44029236	23.40141106	25.41592407	22.06767845
118:15:00	0.700630128	4.530092716	2.295523405	4.373642921	20.98786545	23.72881889	21.23116302	23.71379471	20.02313995
118:20:00	0.67050451	4.530092716	2.276076555	4.371165276	25.155756	24.91326904	25.07020569	24.88472939	23.64269638
118:25:00	0.641350925	4.530092716	2.267446518	4.370361328	24.55329514	24.31330299	24.45578575	24.27193642	23.01949501
118:30:00	0.612398505	4.530092716	2.252954483	4.371582031	24.98541832	25.10964966	24.90078735	24.87656784	23.49043655
118:35:00	0.575362206	4.530092716	2.2348454	4.373021126	24.87088394	24.82389259	24.74417496	24.61121178	23.3056469
118:40:00	0.548379183	4.530092716	2.202132702	4.374773502	24.73952293	24.78993988	24.42976761	24.53541565	23.17339897
118:45:00	0.519500732	4.530092716	2.167239904	4.376017094	24.57347679	24.81533432	24.26827812	24.52950287	23.01610756
118:50:00	0.489446193	4.530092716	2.128320694	4.375329494	23.93501854	24.16685104	23.53478813	23.89439774	22.3372097
118:55:00	0.459001064	4.530092716	2.100167751	4.372352123	23.36441612	23.48128128	22.95346642	23.2216301	21.74855614
119:00:00	0.422175199	4.530092716	2.071694851	4.36883831	23.1638546	23.3124733	22.76755524	23.02275085	21.56079865
119:05:00	0.384349018	4.530092716	2.034892082	4.362063408	22.84960938	23.26503944	22.44333267	22.95438194	21.26153755
119:10:00	0.346902221	4.530092716	2.004760504	4.359679699	22.07341003	22.40244293	21.62401962	22.0619297	20.430336
119:15:00	0.309898794	4.530092716	1.977437019	4.356937885	26.52577782	26.47696304	26.03548431	26.23198509	24.80741501
119:20:00	0.273538917	4.530092716	1.956387997	4.354460239	22.64600182	22.91304779	22.15022278	22.66057587	20.95714188
119:25:00	0.23642233	4.530092716	1.937035561	4.352082729	23.28728294	23.5798378	22.81999016	23.32695389	21.65294647
119:30:00	0.236422345	4.530092716	1.925163746	4.348050594	23.16134644	23.42206001	22.66682053	23.16188431	21.48487282
119:35:00	0.236422345	4.530092716	1.90993762	4.344726563	22.91221428	23.13815498	22.41644287	22.88390732	21.24803734
119:40:00	0.236422345	4.530092716	1.891018629	4.33955431	22.61722946	22.78792953	22.10732079	22.51590729	20.91566467
119:45:00	0.23642236	4.530092716	1.868235946	4.334108829	22.71177864	22.93730164	22.21073151	22.67417336	21.05164337
119:50:00	0.23642236	4.530092716	1.859379053	4.327757835	22.06704521	22.40054893	21.56010056	22.12553596	20.42221642
119:55:00	0.23642236	4.530092716	1.854140997	4.325722694	22.21010971	22.59429932	21.70179749	22.29252625	20.57937813
12:00	2.396429062	4.530092716	1.846593738	3.878112555	22.44066238	22.7244091	21.9304657	22.42397118	20.78754616
12:05	2.396429062	4.530092716	1.827344418	3.873589993	23.17705536	23.38970566	22.6476841	23.10477257	21.5043354
12:10	2.396429062	4.530092716	1.825366259	3.866749763	22.51787186	22.76921082	21.98389435	22.48753166	20.85371017
12:15	2.396429062	4.530092716	1.820654988	3.866692781	21.79751968	22.04229164	21.25097656	21.76809883	20.12895203
12:20	2.396429062	4.530092716	1.821277022	3.861680508	22.21196556	22.37114525	21.6589241	22.09561157	20.52973747
12:25	2.396429062	4.530092716	1.825083852	3.854529142	22.28396606	22.75541878	21.74362373	22.41958618	20.61242104
12:30	2.396429062	4.530092716	1.818525791	3.845616102	22.65150261	23.11886215	22.09649086	22.75580406	20.96007919
12:35	2.396429062	4.530092716	1.829492569	3.844202995	22.94349861	23.38796997	22.38967133	23.04371262	21.24322319
12:40	2.396429062	4.530092716	1.831339955	3.845842123	22.49408531	22.97371101	21.93407249	22.61569023	20.78486061
12:45	2.396429062	4.530092716	1.843286633	3.8423841	22.38645363	23.02614594	21.84861183	22.65655518	20.76783752
12:50	2.396429062	4.530092716	1.856986046	3.83564806	22.47797775	23.089674	21.93420601	22.75480461	20.86417007
12:55	2.396429062	4.530092716	1.865296602	3.831172228	22.32745361	23.05086708	21.80130005	22.68597412	20.76578522
13:00	2.396429062	4.530092716	1.876809955	3.827186584	21.82795715	22.60442352	21.31618118	22.20922089	20.24712181
13:05	2.3964293	4.530092716	1.882953405	3.820608139	22.43782425	23.08717918	21.89426804	22.66089439	20.78962898
13:10	2.3964293	4.530092716	1.891998768	3.814815998	25.41018677	26.06020546	24.90902328	25.63632774	23.85051155
13:15	2.3964293	4.530092716	1.884159565	3.809916496	22.85636902	23.53180313	22.30379486	23.09601402	21.23887062
13:20	2.3964293	4.530092716	1.859304547	3.807089329	22.14718819	23.00495338	21.60829544	22.5681591	20.55581665
13:25	2.3964293	4.530092716	1.860416055	3.80594945	22.42107582	23.02147293	21.83576965	22.60159492	20.72697449
13:30	2.3964293	4.530092716	1.84242022	3.796169519	21.96814919	22.75052452	21.43387222	22.33629036	20.36967278
13:35	2.3964293	4.530092716	1.853104353	3.794143915	22.54195023	23.15847015	21.98922348	22.74923515	20.92277336
13:40	2.3964293	4.530092716	1.855799437	3.786172867	23.09457016	23.75930595	22.55019379	23.381464	21.49985695
13:45	2.3964293	4.530092716	1.846678853	3.779935598	23.25629234	23.83821297	22.7078495	23.45810318	21.65266609
13:50	2.3964293	4.530092716	1.844625235	3.776505709	22.25846863	22.87680054	21.72242928	22.51623917	20.69829178
13:55	2.3964293	4.530092716	1.852124572	3.764116049	23.03478813	23.81000328	22.51231194	23.41090775	21.51041985
14:00	2.3964293	4.530092716	1.870045185	3.76003623	22.3559494	23.10061455	21.85499954	22.72520256	20.84403229
14:05	2.3964293	4.530092716	1.873908639	3.754213095	22.66039085	23.51072884	22.14427376	23.11436653	21.13539314
14:10	2.3964293	4.530093193	1.870705366	3.745667696	22.99208069	23.72732162	22.46689034	23.33516502	21.4489975
14:15	2.3964293	4.530093193	1.871484041	3.739053488	22.69417953	23.41882515	22.17599297	23.03264427	21.12170792
14:20	2.3964293	4.530093193	1.86299777	3.733324766	22.95709801	23.49196243	22.41655922	23.14211655	21.36873245
14:25	2.3964293	4.530093193	1.853820562	3.729870081	22.81834793	23.54060936	22.33514977	23.18746567	21.34572792
14:30	2.3964293	4.530093193	1.865221024	3.722418785	23.16819954	23.72838211	22.6535511	23.34729767	21.6315136
14:35	2.3964293	4.530093193	1.887268424	3.718155384	22.61834908	23.21256065	22.10424423	22.83118057	21.0931263
14:40	2.3964293	4.530093193	1.905000567	3.711503506	22.57546806	23.2295475	22.06119156	22.85203171	21.04656029
14:45	2.3964293	4.530093193	1.923430443	3.704851627	22.53988457	23.45773888	22.04669189	23.05329704	21.04667854
14:50	2.3964293	4.530093193	1.944950223	3.698454142	22.75079727	23.55157852	22.245821	23.1626358	21.18938255
14:55	2.3964293	4.530093193	1.968523622	3.696230412	23.39249611	24.24366951	22.90887642	23.83888054	21.89398956
15:00	2.3964293	4.530093193	1.959648371	3.690982342	23.10081673	23.85548782	22.63225746	23.46581459	21.59029961
15:05	2.3964293	4.530093193	1.907149196	3.683623552	22.54473114	23.47990608	22.09791183	23.06996346	21.06421089
15:10	2.3964293	4.530093193	1.839537024	3.675445557	21.89144325	22.81686401	21.44747925	22.40683556	20.44049454
15:15	2.3964293	4.530093193	1.796874166	3.667267323	22.90532875	23.64678383	22.4442749	23.26031685	21.43378448
15:20	2.3964293	4.530093193	1.783061385	3.663498402	23.55329323	24.28384399	23.1006813	23.8835125	22.08058739
15:25	2.3964293	4.530093193	1.780263305	3.656903028	23.41036606	24.08915329	22.93995285	23.68401527	21.92157555
15:30	2.3964293	4.530093193	1.803865194	3.652710199	23.40089417	24.09971237	22.93363762	23.68815994	21.91060066
15:35	2.3964293	4.530093193	1.841609836	3.650006294	23.12550163	23.8344326	22.66656494	23.43014908	21.64387512
15:40	2.3964293	4.530093193	1.880541205	3.644899368	24.01290131	24.83135796	23.57136726	24.4152813	22.53774261
15:45	2.3964293	4.530093193	1.933662772	3.64097023	22.69599915	23.52456856	22.24234581	23.11507225	21.21867752
15:50	2.3964293	4.530093193	1.962870955	3.638926029	23.66317368	24.48473167	23.21503258	24.05660439	22.19207764
15:55	2.3964293	4.530093193	1.98211062	3.624340773	23.72269821	24.69534302	23.2932148	24.25876999	22.28913116
16:00	2.3964293	4.530093193	2.004271269	3.615738392	23.71082497	24.50814056	23.25881958	24.13166618	22.24666977
16:05	2.3964293	4.530093193	1.999993563	3.618762732	23.9583683	24.8795929	23.51888084	24.51839447	22.54628181
16:10	2.3964293	4.530093193	2.003046036	3.612412453	23.76839828	24.80565834	23.34211159	24.43327332	22.33185959
16:15	2.3964293	4.530093193	2.041073084	3.610612869	23.25496674	24.23036194	22.83565521	23.83743477	21.80857277
16:20	2.3964293	4.530093193	2.062009096	3.613882303	22.7154026	23.77273178	22.29081535	23.36480331	21.25481415
16:25	2.3964293	4.530093193	2.059521914	3.616435528	22.91332245	23.84986115	22.47799492	23.4519062	21.46523285
16:30	2.3964293	4.530093193	2.094796896	3.614042521	23.35624123	24.29531288	22.94004059	23.90326118	21.90604591
16:35	2.3964293	4.530093193	2.115638971	3.603046894	22.85584641	23.83415222	22.43552971	23.4175396	21.40616989
16:40	2.3964293	4.530093193	2.10288167	3.588263988	22.75946426	23.81270981	22.3550663	23.40135193	21.35255051
16:45	2.3964293	4.530093193	2.15021801	3.584909916	23.79481888	24.57367325	23.3578968	24.19650459	22.3277359
16:50	2.3964293	4.530093193	2.189714432	3.576505661	23.53931427	24.50229454	23.12236214	24.10322762	22.12264252
16:55	2.3964293	4.530093193	2.213495493	3.569297791	23.44222641	24.4068222	22.99830627	24.00755882	22.00784874
17:00	2.3964293	4.530093193	2.250788212	3.563757658	24.0644989	25.09895325	23.66305351	24.70430183	22.67783546
17:05	2.3964293	4.530093193	2.276001215	3.563107014	23.9043293	24.85834503	23.48696709	24.44282722	22.4674511
17:10	2.3964293	4.530093193	2.314385891	3.558876991	23.0897274	24.01299477	22.6752758	23.6224823	21.65311432
17:15	2.3964293	4.530093193	2.345761299	3.548597574	22.97263145	23.88041878	22.54931068	23.47507858	21.54368019
17:20	2.396429539	4.530093193	2.3752141	3.544564962	23.61339378	24.53156281	23.19658661	24.1164608	22.18089485
17:25	2.396429539	4.530093193	2.402406693	3.537686586	24.2563591	25.05706596	23.82049751	24.65294456	22.80378914
17:30	2.396429539	4.530093193	2.425873756	3.536377192	24.11974144	24.92155838	23.68462753	24.51218414	22.68708611
17:35	2.396429539	4.530093193	2.44077301	3.537846804	24.4583168	25.37182426	24.03467369	24.95030212	23.02905846
17:40	2.396429539	4.530093193	2.45720458	3.529263496	23.8542614	24.84387016	23.41692352	24.4162693	22.36007309
17:45	2.396429539	4.530093193	2.470206499	3.527124882	24.21529579	25.22096634	23.80099678	24.80093384	22.73685646
