44.28474,44.28474,,,
44.28474,43.477792,2214.237,0.805,40.25
44.460025,43.65802,2223.00125,0.809,40.45
44.262558,43.3000464,2213.1279,0.789,39.45
44.028975,43.11318,2201.44875,0.789,39.45
43.85859,43.056872,2192.9295,0.797,39.85
43.5565,42.7252,2177.825,0.788,39.4
43.349412,42.9595296,2167.4706,0.828,41.4
44.009343,43.3574744,2200.46715,0.815,40.75
44.0561235,43.9848988,2202.806175,0.874,43.7
43.997073,43.3176584,2199.85365,0.812,40.6
44.1194625,43.21557,2205.973125,0.792,39.6
44.04893,43.709144,2202.4465,0.847,42.35
43.826795,43.631436,2191.33975,0.857,42.85
43.82761,42.872088,2191.3805,0.781,39.05
43.55925,42.7174,2177.9625,0.787,39.35
43.48976,42.611808,2174.488,0.782,39.1
43.349412,42.4995296,2167.4706,0.782,39.1
42.917965,42.174372,2145.89825,0.784,39.2
42.95938,42.267504,2147.969,0.79,39.5
43.13114,42.424912,2156.557,0.792,39.6
43.028675,42.22294,2151.43375,0.78,39
42.72913,42.033304,2136.4565,0.785,39.25
42.536375,41.9091,2126.81875,0.788,39.4
42.895782,42.2466256,2144.7891,0.793,39.65
42.856127,42.2549016,2142.80635,0.797,39.85
42.960755,42.338604,2148.03775,0.797,39.85
42.880995,42.244796,2144.04975,0.794,39.7
42.705235,42.114188,2135.26175,0.795,39.75
42.536965,41.929572,2126.84825,0.79,39.5
42.5047725,41.953818,2125.238625,0.795,39.75
42.373745,41.888996,2118.68725,0.799,39.95
42.470615,42.026492,2123.53075,0.805,40.25
42.365995,41.962796,2118.29975,0.807,40.35
43.01258,42.700064,2150.629,0.829,41.45
43.1806,42.74448,2159.03,0.82,41
43.079248,42.5533984,2153.9624,0.809,40.45
42.8993165,42.4194532,2144.965825,0.81,40.5
42.996675,42.58734,2149.83375,0.819,40.95
43.032465,42.625972,2151.62325,0.82,41
42.902505,42.452004,2145.12525,0.813,40.65
42.7439185,42.3251348,2137.195925,0.813,40.65
42.68575,42.2986,2134.2875,0.815,40.75
42.686093,42.2888744,2134.30465,0.814,40.7
42.825315,42.470252,2141.26575,0.821,41.05
42.859405,42.407524,2142.97025,0.812,40.6
42.75602,42.314816,2137.801,0.811,40.55
42.721668,42.3273344,2136.0834,0.815,40.75
42.7188635,42.3550908,2135.943175,0.818,40.9
42.844355,42.465484,2142.21775,0.819,40.95
42.87635,42.44108,2143.8175,0.814,40.7
42.640212,42.1821696,2132.0106,0.807,40.35
42.51017,42.048136,2125.5085,0.804,40.2
42.50811,42.176488,2125.4055,0.817,40.85
